algorithmic_seed_count,artifact_attenuation,artifact_normalized_parallel_error,clean_interval_preservation,comparator_supervision,confirmatory,correlation,d_perp_y,delta_snr_db,deployable_operator_source,deterministic_checkpoint_operator_scope,e_parallel,e_parallel_artifact_normalized,e_parallel_neural_normalized,e_perp,effective_operator_source,failed_algorithmic_seed_count,fallback_used,formal_G1_or_G3_evidence,function_evaluations,function_evaluations_per_seed_per_window,latency_seconds,method_id,network_calls_total,network_forward_invocations,operator_role,operator_source,overlap_fraction,parallel_artifact_norm,parallel_clean_norm,parallel_error_norm,parallel_metric_schema_version,partition,peak_memory_mb,planned_total_function_evaluations_per_window,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,query_clean_target_used_for_scoring_only,records_are_participants,rrmse,same_supervision_G3_comparison,seeds_are_statistical_units,source_record,status,successful_algorithmic_seed_count,time_rrmse,total_function_evaluations_per_window,training_model_parameters,training_selected_checkpoint_updates,training_updates_completed,training_walltime_seconds
,6.3603334435889325,0.7014393461616178,0.2753755703463101,no_learned_training,False,0.9216953015726946,0.029747185716857194,3.0740212667590923,True,,0.9981040870323551,0.7014393461616178,0.9981040870323551,0.02974718567840928,population_projector,,False,False,0,0,0.0006254441104829311,deterministic_Qy,0,,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,207.1328825136277,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.3958872062664112,False,True,False,0.6191790124483504,False,,sim35,success,,0.6191790124483504,0,,,,
,6.141498654898028,0.5573097731250816,0.637687785173155,no_learned_training,False,0.9476384206995658,0.014873592858428597,5.075619788455075,True,,0.7930167666571883,0.5573097731250816,0.7930167666571883,0.014873592821122454,population_projector,,False,False,0,0,0.0030915620736777782,deterministic_soft_proximal,0,,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,164.5718626879198,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.16944280948950116,False,True,False,0.49174086528587485,False,,sim35,success,,0.49174086528587485,0,,,,
,12.554418393803061,0.3741851667990307,0.49215062391088527,paired_supervised_clean_target_stronger_differently_supervised_exploratory,False,0.9768931271555753,0.008569262970552695,8.536466682385434,True,population_projector,0.5324419656991183,0.3741851667990307,0.5324419656991183,0.008569262273966781,population_projector,,False,False,1,1,0.9169100793078542,task_matched_multichannel_deterministic_UNet,2,2,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,110.49572941274344,parallel_error_denominators_v2_side_by_side,development,256.94140625,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.23061728259424386,False,True,False,0.33013681445858484,False,,sim35,success,,0.33013681445858484,1,4557587,6000,6000,881.0162402186543
5,0.7054655183939265,0.9281875121301548,0.8549086277186585,clean_prior_sampling,False,0.877852933798592,0.20240599015575628,0.48686758264135543,True,,1.3207524705579377,0.9281875121301548,1.3207524705579377,0.2024059901536728,population_projector,0,False,False,100,100,85.58504762640223,M1_observation_warm_start_sdedit,1000,,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,274.0909188410052,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824693249674,1.872808739327613,0.9993655522164683,0.8027237043843499,False,True,False,0.8340150955652076,False,False,sim35,success,5,0.8340150955652076,500,,,,
5,1.7801358763127084,1.145971822227971,0.017486373374845376,clean_prior_sampling,False,0.7934805746302055,0.03350889727109573,-1.1864160860200323,True,,1.6306458507762578,1.145971822227971,1.6306458507762578,0.03350889716843207,population_projector,0,False,False,100,100,85.41611195215955,M2_final_hard_q_consistency,1000,,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,338.4019560869948,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824693249674,1.872808739327613,0.9993655522164683,0.40688704427335215,False,True,False,1.0112024072564267,False,False,sim35,success,5,1.0112024072564267,500,,,,
5,-5.0611750624763,2.7477547982287267,-1.1039683128285356,clean_prior_sampling,False,0.8614971350448306,0.051223082050512854,-8.780753594164866,True,,3.909882314532937,2.7477547982287267,3.909882314532937,0.05122308237084553,population_projector,0,False,False,100,100,85.59345895377919,M4_per_step_quadratic_proximal_q_consistency,1000,,deployable_external_eog_operator,population_projector,0.3842936070415334,295.29692573861183,207.52633438211055,811.4035446004626,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824693249674,1.872808739327613,0.9993655522164683,3.5780716823175776,False,True,False,2.4241247753760375,False,False,sim35,success,5,2.4241247753760375,500,,,,
,6.3603334435889325,0.7014393461616178,0.2753755703463101,no_learned_training,False,0.9216953015726946,0.029747185716857194,3.0740212667590923,True,,0.9981040870323551,0.7014393461616178,0.9981040870323551,0.02974718567840928,population_projector,,True,False,0,0,0.001414082944393158,deterministic_Qy,0,,deployable_external_eog_operator,matching_p0,0.3842936070415334,295.29692573861183,207.52633438211055,207.1328825136277,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.3958872062664112,False,True,False,0.6191790124483504,False,,sim35,success,,0.6191790124483504,0,,,,
,6.141498654898028,0.5573097731250816,0.637687785173155,no_learned_training,False,0.9476384206995658,0.014873592858428597,5.075619788455075,True,,0.7930167666571883,0.5573097731250816,0.7930167666571883,0.014873592821122454,population_projector,,True,False,0,0,0.0003143521025776863,deterministic_soft_proximal,0,,deployable_external_eog_operator,matching_p0,0.3842936070415334,295.29692573861183,207.52633438211055,164.5718626879198,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.16944280948950116,False,True,False,0.49174086528587485,False,,sim35,success,,0.49174086528587485,0,,,,
,12.554418393803061,0.3741851667990307,0.49215062391088527,paired_supervised_clean_target_stronger_differently_supervised_exploratory,False,0.9768931271555753,0.008569262970552695,8.536466682385434,True,population_projector,0.5324419656991183,0.3741851667990307,0.5324419656991183,0.008569262273966781,population_projector,,True,False,1,1,0.14574444806203246,task_matched_multichannel_deterministic_UNet,2,2,deployable_external_eog_operator,matching_p0,0.3842936070415334,295.29692573861183,207.52633438211055,110.49572941274344,parallel_error_denominators_v2_side_by_side,development,265.06640625,,0.02518824693249674,1.872808739327613,0.9993655522164683,0.23061728259424386,False,True,False,0.33013681445858484,False,,sim35,success,,0.33013681445858484,1,4557587,6000,6000,881.0162402186543
5,0.7054651876234614,0.928187540959074,0.8549086270600658,clean_prior_sampling,False,0.877852929831784,0.20240597243150305,0.48686735022864314,True,,1.320752511579677,0.928187540959074,1.320752511579677,0.2024059724294103,population_projector,0,True,False,100,100,84.61206372780725,M1_observation_warm_start_sdedit,1000,,deployable_external_eog_operator,matching_p0,0.3842936070415334,295.29692573861183,207.52633438211055,274.0909273540964,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824693249674,1.872808739327613,0.9993655522164683,0.802723567672406,False,True,False,0.8340151178813687,False,False,sim35,success,5,0.8340151178813687,500,,,,
