method_id,status,operator_source,gamma,fallback_used,uses_query_external_eog,matching_projector_attenuation_db,population_projector_attenuation_db,nonartifact_observation_preservation,artifact_sample_fraction,rest_sample_fraction,eog_coherence_raw,eog_coherence_output,eog_coherence_reduction,reference_free_psd_distortion,reference_free_covariance_distortion,heldout_eog_prediction_remaining_ratio,condition_erp_observation_relative_preservation,condition_erp_proxy_status,observation_change_ratio,clean_waveform_metric,partition,fold_id,study,participant_stem,recording_key,metric_coordinate,query_evaluation_fields_opened_after_all_arm_outputs_frozen,query_evaluation_fields_used_for_fit_selection_or_inference,query_eog_used_for_inference,query_artifactclasses_used_for_inference,inference_placeholder_used_for_freeze_only,performance_values_eligible,latency_seconds,latency_total_seconds,latency_seconds_per_window,peak_memory_mb,network_calls_per_window,batched_forward_invocations,parameter_count,training_walltime_seconds,downstream_task_preservation_when_label_semantics_allow,failure_status,inference_seed
raw_observation,success,none,,False,False,0.0,0.0,1.0,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.4540201408127851,0.0,0.0,0.0,1.0,1.0,success_observation_relative_four_condition_ERP,0.0,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
population_projector_Qy,success,same_cell_outer_training_block1,,False,False,24.034867323243915,300.8402726457007,0.267741134575025,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.2042731932383652,0.24974694757441987,0.9108361995809966,0.9131780019193974,0.6443792666357644,0.053899379070375786,success_observation_relative_four_condition_ERP,0.875078800075394,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
matching_projector_Qy,success,heldout_stem_block1,,False,False,300.8903888010553,24.683403280933742,0.3023049827935941,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.06433190698152144,0.3896882338312636,0.9135024200346935,0.8848048748150599,0.5921470228437034,0.04252506675539869,success_observation_relative_four_condition_ERP,0.8711984160200008,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
matching_projector_soft_proximal,success,heldout_stem_block1,,False,False,15.479072686693122,14.39091118662235,0.529179413507281,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.12384558103466885,0.3301745597781162,0.5853462634226884,0.6713064123039898,0.47938587494738444,0.13321845094809437,success_observation_relative_four_condition_ERP,0.7627710921708394,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
task_matched_multichannel_deterministic_UNet,success,heldout_stem_block1,,False,False,7.136591290858285,6.638631387778618,0.8846940013853449,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.15298501010859358,0.3010351307041915,0.2496621574600357,0.101501524647961,0.24383154976317248,0.06172892681067188,success_observation_relative_four_condition_ERP,0.7523372340875341,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.004960114259288444,0.5356923400031519,0.004960114259288444,233.19189453125,1,14,5551034,540.8943272999968,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
operator_conditioned_conditional_diffusion_DDIM100,success,heldout_stem_block1,,False,False,-23.087192461077862,-23.71110025506374,-33.561488779624135,0.35782407407407407,0.31090277777777775,0.4540201408127851,0.01930051872758997,0.4347196220851951,1511.0746682648855,1244.400636060193,30.736702431534475,-12.749266562584012,success_observation_relative_four_condition_ERP,24.391751503270015,N/A_no_clean_target,development,study01_fold01,study01,study01_p01,study01/study01_p01,outer_training_channel_zscore,True,False,False,False,False,True,0.39443634038885916,42.59912476199679,0.39443634038885916,280.1162109375,100,1400,5569594,550.0621513250007,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358045
raw_observation,success,none,,False,False,0.0,0.0,1.0,0.373125,0.3498,0.38018185627768536,0.38018185627768536,0.0,0.0,0.0,1.0,1.0,success_observation_relative_four_condition_ERP,0.0,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
population_projector_Qy,success,same_cell_outer_training_block1,,False,False,19.0538258823427,297.98846142544835,0.24522243503520047,0.373125,0.3498,0.38018185627768536,0.11743150354774338,0.26275035272994196,1.0844265240480864,0.9220394235758993,1.0782682529868075,0.09842814970186642,success_observation_relative_four_condition_ERP,0.8205252195583246,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
matching_projector_Qy,success,heldout_stem_block1,,False,False,298.38431258236506,27.96298910820317,0.21663910369339923,0.373125,0.3498,0.38018185627768536,0.045804303402740026,0.3343775528749453,1.058929247705735,0.9440814584320657,1.075004862990453,0.05484259628216526,success_observation_relative_four_condition_ERP,0.8564056216124384,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
matching_projector_soft_proximal,success,heldout_stem_block1,,False,False,13.038159072471158,12.939635391504044,0.4314740841275455,0.373125,0.3498,0.38018185627768536,0.12122793583875915,0.2589539204389262,0.742772128844961,0.7810297330751403,0.8442947692210135,0.17704439905641833,success_observation_relative_four_condition_ERP,0.7043961316596903,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
task_matched_multichannel_deterministic_UNet,success,heldout_stem_block1,,False,False,4.608865759230735,4.663175883268812,0.8659563494829579,0.373125,0.3498,0.38018185627768536,0.10863846321130552,0.27154339306637987,0.273252545872407,0.13947964202813515,0.3604221784113672,0.17534392644794317,success_observation_relative_four_condition_ERP,0.5486043313901976,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.0046743679000064734,0.4674367900006473,0.0046743679000064734,233.12109375,1,13,5551034,525.6878441270092,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
operator_conditioned_conditional_diffusion_DDIM100,success,heldout_stem_block1,,False,False,-26.70931297578692,-26.864053589511016,-36.8084838926647,0.373125,0.3498,0.38018185627768536,0.02288447211431779,0.3572973841633676,1545.7174453383618,1073.5428148230544,55.34498378575282,-21.11329757111012,success_observation_relative_four_condition_ERP,32.36536852884508,N/A_no_clean_target,development,study01_fold02,study01,study01_p02,study01/study01_p02,outer_training_channel_zscore,True,False,False,False,False,True,0.3660767360200407,36.60767360200407,0.3660767360200407,280.04541015625,100,1300,5569594,527.8970326239942,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358117
raw_observation,success,none,,False,False,0.0,0.0,1.0,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.4493397181208463,0.0,0.0,0.0,1.0,1.0,success_observation_relative_four_condition_ERP,0.0,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
population_projector_Qy,success,same_cell_outer_training_block1,,False,False,28.022679410495698,298.405738919693,0.27042397993432765,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.18203172258611208,0.26730799553473417,1.0701312909252967,0.9199154752514741,0.6118310286919229,0.06045795032855594,success_observation_relative_four_condition_ERP,0.8746271445095963,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
matching_projector_Qy,success,heldout_stem_block1,,False,False,298.4509371182603,28.979016167497722,0.28199092119672264,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.025485199033908838,0.42385451908693744,1.0620184805421498,0.9138003542873621,0.584893658682596,0.055324060110991,success_observation_relative_four_condition_ERP,0.8754869782980106,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
matching_projector_soft_proximal,success,heldout_stem_block1,,False,False,12.486047596007362,12.29630271603757,0.6118610984720176,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.18273129661639387,0.2666084215044524,0.5310209576814043,0.5812231212302382,0.4687143728500009,0.2243810585269519,success_observation_relative_four_condition_ERP,0.7137111221630279,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
task_matched_multichannel_deterministic_UNet,success,heldout_stem_block1,,False,False,7.36473814860657,7.176465371903672,0.8763671487110765,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.12929692257065833,0.32004279555018794,0.19981344903725706,0.011026847127811797,0.24576120473449276,0.1416508925821911,success_observation_relative_four_condition_ERP,0.7047981771929882,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.004562886942249651,0.4745402419939637,0.004562886942249651,281.189453125,1,13,5551034,422.3842903971672,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
operator_conditioned_conditional_diffusion_DDIM100,success,heldout_stem_block1,,False,False,-25.88564470948491,-25.9972871419763,-47.917431280622196,0.36786057692307694,0.31802884615384613,0.4493397181208463,0.017225848025235666,0.4321138700956106,4212.202791719399,2444.3547901475577,41.35696570168062,-17.98782985026954,success_observation_relative_four_condition_ERP,31.76611109511129,N/A_no_clean_target,development,study01_fold03,study01,study01_p03,study01/study01_p03,outer_training_channel_zscore,True,False,False,False,False,True,0.3075133437075867,31.981387745589018,0.3075133437075867,328.43017578125,100,1300,5569594,423.23747989255935,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358189
raw_observation,success,none,,False,False,0.0,0.0,1.0,0.3588858695652174,0.3846467391304348,0.5894396808571402,0.5894396808571402,0.0,0.0,0.0,1.0,1.0,success_observation_relative_four_condition_ERP,0.0,N/A_no_clean_target,development,study01_fold04,study01,study01_p04,study01/study01_p04,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358261
population_projector_Qy,success,same_cell_outer_training_block1,,False,False,21.564237397304375,299.2169397543791,0.3010589384789665,0.3588858695652174,0.3846467391304348,0.5894396808571402,0.11717422316306322,0.4722654576940769,0.9338205148168923,0.8885572271446597,0.7334139989395326,0.10282113998730613,success_observation_relative_four_condition_ERP,0.8198686265781449,N/A_no_clean_target,development,study01_fold04,study01,study01_p04,study01/study01_p04,outer_training_channel_zscore,True,False,False,False,False,True,0.0,0.0,0.0,0.0,0,0,0,0.0,N/A_release_internal_condition_labels_support_ERP_proxy_only_no_registered_downstream_task,,20358261
