fold,participant,query_eog_in_inference,query_operator_in_inference,session,task,window,wrong_owner
4,sub-19,0,0,ses-02,ERP,0,sub-21
4,sub-19,0,0,ses-02,ERP,9,sub-21
4,sub-19,0,0,ses-02,ERP,19,sub-21
4,sub-19,0,0,ses-02,ERP,29,sub-21
4,sub-19,0,0,ses-02,ERP,38,sub-21
4,sub-19,0,0,ses-02,ERP,48,sub-21
4,sub-19,0,0,ses-02,ERP,58,sub-21
4,sub-19,0,0,ses-02,ERP,68,sub-21
4,sub-19,0,0,ses-02,ERP,77,sub-21
4,sub-19,0,0,ses-02,ERP,87,sub-21
4,sub-19,0,0,ses-02,ERP,97,sub-21
4,sub-19,0,0,ses-02,ERP,107,sub-21
4,sub-19,0,0,ses-02,ERP,116,sub-21
4,sub-19,0,0,ses-02,ERP,126,sub-21
4,sub-19,0,0,ses-02,ERP,136,sub-21
4,sub-19,0,0,ses-02,ERP,146,sub-21
4,sub-19,0,0,ses-02,SSVEP,0,sub-21
4,sub-19,0,0,ses-02,SSVEP,9,sub-21
4,sub-19,0,0,ses-02,SSVEP,18,sub-21
4,sub-19,0,0,ses-02,SSVEP,27,sub-21
4,sub-19,0,0,ses-02,SSVEP,36,sub-21
4,sub-19,0,0,ses-02,SSVEP,45,sub-21
4,sub-19,0,0,ses-02,SSVEP,54,sub-21
4,sub-19,0,0,ses-02,SSVEP,63,sub-21
4,sub-19,0,0,ses-02,SSVEP,73,sub-21
4,sub-19,0,0,ses-02,SSVEP,82,sub-21
4,sub-19,0,0,ses-02,SSVEP,91,sub-21
4,sub-19,0,0,ses-02,SSVEP,100,sub-21
4,sub-19,0,0,ses-02,SSVEP,109,sub-21
4,sub-19,0,0,ses-02,SSVEP,118,sub-21
4,sub-19,0,0,ses-02,SSVEP,127,sub-21
4,sub-19,0,0,ses-02,SSVEP,137,sub-21
4,sub-19,0,0,ses-03,ERP,0,sub-21
4,sub-19,0,0,ses-03,ERP,11,sub-21
4,sub-19,0,0,ses-03,ERP,22,sub-21
4,sub-19,0,0,ses-03,ERP,34,sub-21
4,sub-19,0,0,ses-03,ERP,45,sub-21
4,sub-19,0,0,ses-03,ERP,57,sub-21
4,sub-19,0,0,ses-03,ERP,68,sub-21
4,sub-19,0,0,ses-03,ERP,80,sub-21
4,sub-19,0,0,ses-03,ERP,91,sub-21
4,sub-19,0,0,ses-03,ERP,103,sub-21
4,sub-19,0,0,ses-03,ERP,114,sub-21
4,sub-19,0,0,ses-03,ERP,126,sub-21
4,sub-19,0,0,ses-03,ERP,137,sub-21
4,sub-19,0,0,ses-03,ERP,149,sub-21
4,sub-19,0,0,ses-03,ERP,160,sub-21
4,sub-19,0,0,ses-03,ERP,172,sub-21
4,sub-19,0,0,ses-03,SSVEP,0,sub-21
4,sub-19,0,0,ses-03,SSVEP,8,sub-21
4,sub-19,0,0,ses-03,SSVEP,16,sub-21
4,sub-19,0,0,ses-03,SSVEP,24,sub-21
4,sub-19,0,0,ses-03,SSVEP,33,sub-21
4,sub-19,0,0,ses-03,SSVEP,41,sub-21
4,sub-19,0,0,ses-03,SSVEP,49,sub-21
4,sub-19,0,0,ses-03,SSVEP,57,sub-21
4,sub-19,0,0,ses-03,SSVEP,66,sub-21
4,sub-19,0,0,ses-03,SSVEP,74,sub-21
